Profile,Platform,Profile Link,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CxsKSwvt8ET/,Spirit. Tenacity. Original.  stormzy x adidasOriginals x adidasLondon  #1000Originals #adidasOriginals,reel,2023-09-27 05:44 AM,28677,-0.41,0.08332,167,-0.73,28510,-0.41,,872274,959501
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/C5Twkh8PH_n/,Discover the fearofgodathletics 2023-2024 Opening Season spring collection. Available now on CONFIRMED App fearofgod.com and in select adidas stores globally.,CAROUSEL_ALBUM,2024-04-03 02:04 PM,27853,-0.43,0.08072,153,-0.76,27700,-0.43,,287302,316032
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CyEDhswoytT/,Originality meets Extraordinary in the pursuit of exploration. vickyylopezz._ jkeey4 stefanostsitsipas98,CAROUSEL_ALBUM,2023-10-06 12:02 PM,27467,-0.44,0.0798,124,-0.8,27343,-0.43,,221070,243176
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CuOkvSXo9Pt/,New season fits ☑️ adidas Originals x kseniaschnaider,reel,2023-07-03 04:00 AM,27371,-0.44,0.07956,283,-0.55,27088,-0.44,,297818,327600
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cxfre2doqko/,An icon of street style stays true to its legacy – on and off the pitch. #adidasSamba #WeGaveTheWorldAnOriginal,IMAGE,2023-09-22 09:00 AM,26878,-0.45,0.07809,138,-0.78,26740,-0.45,,822550,904805
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CxOFMg6IAAE/,Before setting trends across the globe this classic silhouette made headlines in football. The press called it Samba and we’ve run with the name ever since. Once an Original always an Original. #adidasSamba #WeGaveTheWorldAnOriginal,reel,2023-09-15 01:00 PM,26866,-0.45,0.07806,420,-0.34,26446,-0.45,,1053418,1158760
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CtRa4XIoswi/,People place and home.Inspired by the land of wood and water adidas Originals by walesbonner returns with reimagined vintage silhouettes in celebration of Jamaicas cultural identity.Available now via CONFIRMED adidas stores and select retailers.#adidasOriginalsbyWalesBonner,CAROUSEL_ALBUM,2023-06-09 10:00 AM,26655,-0.46,0.07748,202,-0.68,26453,-0.45,,268048,294852
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cw4hOmmoRMt/,From training shoes to style icon #adidasGazelle set the pace in sport. Swipe to discover the journey. #WeGaveTheWorldAnOriginal,CAROUSEL_ALBUM,2023-09-07 04:00 AM,26629,-0.46,0.07737,134,-0.79,26495,-0.45,,981477,1079625
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/C56Q0sXoeYX/,Step into style and make a statement with every step. #adidasSpezial,reel,2024-04-18 01:00 PM,26610,-0.46,0.07712,152,-0.76,26458,-0.45,,267477,294224
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CtyfPdTL-YW/,It’s a family thing.​​Scenes from Marathon Spring Summer 2024 by walesbonner.​​📍Paris​​#adidasOriginalsbyWalesBonner,CAROUSEL_ALBUM,2023-06-22 06:13 AM,26252,-0.46,0.07631,100,-0.84,26152,-0.46,,221899,244089
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CyQtsyPrI0d/,The Blackout.Available in adidas stores online at adidas.com/ivypark and at select partner stores globally on October 12th.#IVYPARKNOIR #adidasxIVYPARK,CAROUSEL_ALBUM,2023-10-11 10:02 AM,26099,-0.47,0.07583,291,-0.54,25808,-0.47,,260206,286227
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CxNHI8UoPoo/,Built for basketball but adopted by hip hop and skate the classic leather Superstar changed the game the moment it stepped off the court. Once an Original always an Original. #adidasSuperstar #WeGaveTheWorldAnOriginal,reel,2023-09-15 04:00 AM,26081,-0.47,0.07578,311,-0.51,25770,-0.47,,996888,1096577
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cw7F_7wIndt/,#adidasGazelle: looks good from every angle.#WeGaveTheWorldAnOriginal,CAROUSEL_ALBUM,2023-09-08 04:00 AM,26025,-0.47,0.07561,138,-0.78,25887,-0.46,,961553,1057709
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/C0MW7X3LVN2/,The latest collaboration from humanrace offers a glimpse into hybrid design innovation converged in elements of nature. Visual contrasts between sole and shoe with an array of colorways create a shoe made for intentional living.NMD S1 MAHBS available now on Confirmed and select retailers globally.,CAROUSEL_ALBUM,2023-11-28 09:29 AM,25963,-0.47,0.07525,168,-0.73,25795,-0.47,,251678,276846
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/C2PoBJ8Ii1E/,Dream Study at the Wales Bonner FW24 show last night featuring adidas Originals by walesbonner pieces and our adidas family Congratulations walesbonner on another beautiful show👏,CAROUSEL_ALBUM,2024-01-18 08:59 AM,25537,-0.48,0.07401,134,-0.79,25403,-0.47,,219161,241077
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cy3P0QnrW_x/,Inspired by a Western universe interpreted by Benitos style Bad Bunny Response CL uses the desert as a territory that offers endless possibilities.Signups open now. Available October 28th on Confirmed app adidas stores and select retail partner stores globally.,CAROUSEL_ALBUM,2023-10-26 09:11 AM,25298,-0.48,0.0735,110,-0.82,25188,-0.48,,200976,221074
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/C5gTfEdLldC/,The journey continues. The CLOT Superstar by Edison Chen in Black available April 12th.,reel,2024-04-08 11:04 AM,24466,-0.5,0.0709,300,-0.53,24166,-0.5,,343622,377984
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CyAngrZIFl-/,Where Originality Meets Extraordinary. Explore the #moncleradidasoriginals collection now on CONFIRMED online at adidas.com and in select stores.#monclergenius,CAROUSEL_ALBUM,2023-10-05 04:00 AM,23942,-0.51,0.06956,122,-0.81,23820,-0.51,,195856,215442
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxxMj98IoMs/,Innovative. Legendary. Original. Chris Severn x adidas Originals #1000Originals #adidasOriginals,IMAGE,2023-09-29 04:16 AM,23443,-0.52,0.06811,66,-0.89,23377,-0.52,,706717,777388
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CzJRJgnLst1/,pharrells latest exploration of the Samba celebrates adidas heritage and innovation through the lens of humanrace with a focus on fusing design and functionality to create thoughtfully crafted products.To celebrate the launch we partnered with photographer liammacrae for an editorial campaign that captures the versatility comfort and earthy hues of the new Humanrace Samba colorways.Available globally November 3rd via adidas.com/Pharrell Humanrace.com and select retailers.,CAROUSEL_ALBUM,2023-11-02 09:09 AM,22816,-0.53,0.06629,94,-0.85,22722,-0.53,,201991,222190
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/Ctiz_pkA8x6/,This or that? 💙​Stan Smith styled with Blue Version by ThreadsGen,reel,2023-06-16 04:07 AM,22738,-0.54,0.0661,154,-0.76,22584,-0.53,,212371,233608
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CvxR-hZonEt/,adidas Originals and highsnobiety present the 30 boldest Superstar XLG fits from our community-powered lookbook. Hand-selected by Highsnobiety’s team of fashion editors.Explore the Top 30 via link in bio #SuperstarXLG-Creative direction: clubhouse___studio,CAROUSEL_ALBUM,2023-08-10 12:00 PM,22172,-0.55,0.06445,166,-0.74,22006,-0.54,,224441,246885
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cv2_nnPvL7c/,Dear Hip HopWe celebrate 50 years of your infectious heartbeat 40 iconic years of Run DMC and a timeless legacy of Originality.This year marks a journey that began on the streets of the Bronx took the world by storm and elevated the adidas Superstar into a cultural staple of streetwear. Theres no better way to honor the moment than back home with Hip Hops #1 pioneering MCs rundmc at Yankee Stadium.Heres to you Hip Hop – a love thats 50 years deep and forever growing.#MyAdidas #HipHop50,CAROUSEL_ALBUM,2023-08-12 05:15 PM,21194,-0.57,0.06161,120,-0.81,21074,-0.56,,197541,217295
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/Cza1koYolj-/,adidas Spezial AW23: A story of contrasts and harmony featuring football icon Roy Keane and his dog Jet.​,reel,2023-11-09 04:14 AM,21037,-0.57,0.06111,273,-0.57,20764,-0.57,,219287,241216
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cu1Mt2EoAPK/,The Superstar XLG styled by contemporary streetwear culture.​Share your fit tagging #SuperstarXLG adidasOriginals-Shot by: migueltriano,CAROUSEL_ALBUM,2023-07-18 04:00 AM,20840,-0.57,0.06058,107,-0.83,20733,-0.57,,188783,207662
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CyiyQByOd0G/,Explore the upcoming Change The Generation collection on the Confirmed App.,reel,2023-10-18 10:31 AM,20255,-0.59,0.05885,178,-0.72,20077,-0.58,,179770,197747
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/C0ZXNffLCXn/,Discover the 2023-2024 fearofgodathletics opening season collection available now on fearofgod.com and CONFIRMED.,IMAGE,2023-12-03 10:41 AM,20106,-0.59,0.05831,53,-0.91,20053,-0.58,,148260,163086
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CyGu45noDfI/,Resilient. Raw. Original.tyshawn x adidasOriginals x adidasskateboarding#1000Originals #adidasOriginals,IMAGE,2023-10-07 01:00 PM,19672,-0.6,0.05716,123,-0.8,19549,-0.59,,118282,130110
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/C5VQiNWLdMd/,adidas SPZL a decade on. ​​Introducing the first 10th Anniversary collection from gary.aspden and the Three Stripes featuring actor and musician ashleywalters.​​Pre-Spring 2024 is available now on adidas.com/spzl and select stores.​​🔗 Link in bio.,CAROUSEL_ALBUM,2024-04-04 04:03 AM,19494,-0.6,0.05649,132,-0.79,19362,-0.6,,216878,238566
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Ctg-jYlInD2/,Stan Smith 🤝 Blue Version. ​Define your style perspective as two worlds collide on the blue carpet for the second season of Stan Smith styled with Blue Version.​The collection is available now in select adidas stores and online at adidas.com.​​Photographer: antongottlob​Stylist:  daniellevancamp​Creative Direction: plstudioltd,CAROUSEL_ALBUM,2023-06-15 11:00 AM,19437,-0.6,0.0565,91,-0.85,19346,-0.6,,171510,188661
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CxNo0oWIZVI/,Gazelle may have started as a trainer but it’s had a long run racing from podiums to runways to skate parks around the world for over 70 years. Once an Original always an Original. #adidasGazelle #WeGaveTheWorldAnOriginal,reel,2023-09-15 09:00 AM,19436,-0.6,0.05647,159,-0.75,19277,-0.6,,695177,764695
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxVzwMkosQ9/,Whats your Superstar Originals story? ⬇️#adidasSuperstar #WeGaveTheWorldAnOriginal,IMAGE,2023-09-18 01:00 PM,19366,-0.6,0.05627,95,-0.85,19271,-0.6,,599301,659232
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cy_TNQCrxVG/,An instant hit — the #adidasRivalry moved beyond the hardwood and into the mainstream by way of cultural tastemakers.,CAROUSEL_ALBUM,2023-10-29 12:15 PM,19324,-0.6,0.05615,70,-0.89,19254,-0.6,,145677,160244
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CxqFRafoyl9/,Humble. Trendsetter. Original. davidbeckham x adidasOriginals x adidasLondon #1000Originals #adidasOriginals,reel,2023-09-26 10:00 AM,18974,-0.61,0.05513,141,-0.78,18833,-0.61,,671621,738783
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CyIV2gRow02/,Pioneering. Charismatic. Original.  mrgoldie x adidasOriginals  #1000Originals #adidasOriginals,IMAGE,2023-10-08 04:00 AM,18455,-0.62,0.05362,125,-0.8,18330,-0.62,,133862,147248
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/Cx4yOCYoHoV/,Here’s to the explorers. To those who travel beyond limits. To a place Where Originality Meets Extraordinary. To Moncler x adidas Originals.​Online at moncler.com and adidas.com/Moncler from October 4 and in selected global boutiques from October 5. ​#moncleradidasoriginals#monclergenius,reel,2023-10-02 03:00 AM,17612,-0.64,0.05117,179,-0.72,17433,-0.64,,160724,176797
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CvxejIiga_o/,How our community around the 🌎 are styling the new Superstar XLG.​ See the final fits in our Superstar XLG Lookbook.Link in bio.-#SuperstarXLG​​Shot by: jansports__,reel,2023-08-10 02:00 PM,16555,-0.66,0.04812,117,-0.81,16438,-0.66,,158201,174021
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cy--ptAr5hB/,1986. The #adidasRivalry is introduced. Born on the court embraced by culture. A true Original.#WeGaveTheWorldAnOriginal,CAROUSEL_ALBUM,2023-10-29 09:15 AM,16539,-0.66,0.04805,62,-0.9,16477,-0.66,,127931,140724
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CwDMlx6ou9M/,Superstar XLG Lookbook 📸 on set.Explore hundreds of self-styled fits via link in bio.—#SuperstarXLG,CAROUSEL_ALBUM,2023-08-17 11:00 AM,16319,-0.66,0.04744,79,-0.87,16240,-0.66,,146214,160836
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CtlX0r1gL3X/,Stan Smith styled with Blue Version fits for every motive by ThreadsGen,reel,2023-06-17 04:00 AM,15702,-0.68,0.04564,83,-0.87,15619,-0.67,,137104,150815
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CzBjE2Qri2f/,There nothing more Original than a good #adidasRivalry. #WeGaveTheWorldAnOriginal,reel,2023-10-30 09:13 AM,15498,-0.68,0.04503,136,-0.78,15362,-0.68,,128169,140986
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CuUYgzHLL-n/,This collaboration is bigger than myself. Its about much more than just designing a sneaker but also advocating for women especially those who look just like me who came from little to nothing who migrated with a mission and fantasized about creating generational wealth and breaking boundaries. - tulieyaitoThe Tulie Forum Hi is releasing July 8th on CONFIRMED and at select retailers globally — link in bio to learn more.,CAROUSEL_ALBUM,2023-07-05 10:08 AM,15437,-0.68,0.04487,257,-0.59,15180,-0.68,,216922,238614
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxU2FnLIFQp/,We gave the world an Original you gave us a thousand back. #adidasSuperstar #WeGaveTheWorldAnOriginal,IMAGE,2023-09-18 04:01 AM,15278,-0.69,0.04439,71,-0.88,15207,-0.68,,473986,521384
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cx0tRy3I2O2/,Iconic. Fresh. Original.  rundmc x adidasOriginals x adidasNYC   #1000Originals #adidasOriginals,IMAGE,2023-09-30 12:59 PM,15226,-0.69,0.04424,149,-0.76,15077,-0.69,,492585,541843
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CwSpgE2gGaD/,Its only right that we sat down with the creator of the adidas Superstar Chris Severn and the legendary rundmc to discuss the journey of the sneaker from a basketball essential to a streetwear staple within the Hip Hop community. #HH50,reel,2023-08-23 11:03 AM,15183,-0.69,0.04414,126,-0.8,15057,-0.69,,152991,168290
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/Cu4bUGKrD3P/,#IVYPARADISE 🤝 your perfect summer fit. Build your look on adidas.com now.,CAROUSEL_ALBUM,2023-07-19 10:05 AM,15112,-0.69,0.04393,155,-0.75,14957,-0.69,,170466,187513
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CyI32coIYEz/,Disruptive. Unorthodox. Original. ​ ​ kingpush x adidasOriginals​​ #1000Originals #adidasOriginals,reel,2023-10-08 09:00 AM,14613,-0.7,0.04246,249,-0.61,14364,-0.7,,161945,178139
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxfJILJIdbc/,We gave the world an OriginalYou gave us a thousand back#adidasSamba #WeGaveTheWorldAnOriginal,IMAGE,2023-09-22 04:00 AM,14605,-0.7,0.04243,64,-0.9,14541,-0.7,,450162,495178
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CtgOgw7AtQW/,Two worlds collide as Stan Smith styled with Blue Version hits the blue carpet for a renewed season of re-defined luxury 🌎​The FW23 collection is available now in select adidas stores and online at adidas.com.​​Photographer: antongottlob​Stylist:  daniellevancamp​Creative Direction plstudioltd,reel,2023-06-15 04:00 AM,14136,-0.71,0.04109,108,-0.83,14028,-0.71,,137044,150748
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/C50QtFoL9yS/,Skate style fit check ft. adidas N BAPE ​​Link in bio.,reel,2024-04-16 05:01 AM,14111,-0.71,0.04089,96,-0.85,14015,-0.71,,151226,166349
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/C0ZZbfJr8eu/,Discover the 2023-2024 fearofgodathletics opening season collection available now on fearofgod.com and CONFIRMED.,IMAGE,2023-12-03 11:01 AM,13694,-0.72,0.03971,55,-0.91,13639,-0.72,,112401,123641
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CxxtBtXoZ3j/,Iconic. Fresh. Original.  rundmc x adidasOriginals x adidasNYC   #1000Originals #adidasOriginals,IMAGE,2023-09-29 09:00 AM,13501,-0.72,0.03923,111,-0.82,13390,-0.72,,446258,490883
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/C2SbCGoogP9/,Family ties 🤝 walesbonner #adidasOriginalsbyWalesBonner,reel,2024-01-19 11:03 AM,13476,-0.72,0.03905,91,-0.85,13385,-0.72,,117178,128896
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/p/CtLoE6PL_cV/,Push the boundaries of re-defined luxury as court classics embrace expressive apparel.​ The Stan Smith styled with Blue Version collection launches June 15 in select adidas stores and online at adidas.com.,CAROUSEL_ALBUM,2023-06-07 04:00 AM,13420,-0.72,0.03901,65,-0.89,13355,-0.72,,119340,131274
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/Ctbu04no6JP/,It’s FEWO’s world we’re just playing in it 🤸​​Embrace a harmonious collision of perspectives as we step into a new frontier with FEWOCiOUS. Link in bio.​​,reel,2023-06-13 10:07 AM,13324,-0.73,0.03877,98,-0.84,13226,-0.72,,127619,140381
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/C0UCLxMr00m/,A celebration of deliberate innovation: sharp modern natural. NMD S1 MAHBS available now on Confirmed and select retailers globally.,reel,2023-12-01 09:02 AM,12932,-0.73,0.03748,56,-0.91,12876,-0.73,,122420,134662
adidasoriginals,Instagram,https://www.instagram.com/adidasoriginals,https://www.instagram.com/reel/CtOhJyTgz_r/,A mystic revelation a place in the sun. ​​adidas Originals by walesbonner returns celebrating Jamaican style and the essence of the outdoors. A way towards togetherness shared life and the feeling of freedom.​​The Spring Summer 2023 collection launches globally on June 9th at adidas.com/wales_bonner via the CONFIRMED app and select retailers.​​#adidasOriginalsbyWalesBonner,reel,2023-06-08 07:00 AM,12912,-0.73,0.03753,93,-0.85,12819,-0.73,,122867,135154
